,ori,agency_name,agency_id,state_name,state_abbr,division_name,region_name,region_desc,county_name,agency_type_name,nibrs,nibrs_start_date,latitude,longitude,data_year,offense,cleared,actual
102,NC0030200,State Park Rangers: Stone Mountain,10888,North Carolina,NC,South Atlantic,South,Region III,ALLEGHANY,Other State Agency,True,2019-01-01T00:00:00.000Z,36.382168,-81.02073,2021,violent-crime,0,0
103,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2013,violent-crime,16,50
104,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2014,violent-crime,4,32
105,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2015,violent-crime,29,42
106,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2016,violent-crime,24,33
107,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2017,violent-crime,22,35
108,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2018,violent-crime,6,8
109,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2019,violent-crime,12,26
110,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2020,violent-crime,17,35
111,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2021,violent-crime,9,19
112,NC0040000,Anson County Sheriff's Office,10891,North Carolina,NC,South Atlantic,South,Region III,ANSON,County,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2022,violent-crime,0,10
113,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2013,violent-crime,71,80
114,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2014,violent-crime,48,56
115,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2015,violent-crime,47,69
116,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2016,violent-crime,51,62
117,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2017,violent-crime,67,84
118,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2018,violent-crime,83,99
119,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2019,violent-crime,50,99
120,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2020,violent-crime,54,124
121,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2021,violent-crime,47,111
122,NC0040100,Wadesboro Police Department,10892,North Carolina,NC,South Atlantic,South,Region III,ANSON,City,True,2019-01-01T00:00:00.000Z,34.974996,-80.109959,2022,violent-crime,47,132
123,NC0050000,Ashe County Sheriff's Office,10899,North Carolina,NC,South Atlantic,South,Region III,ASHE,County,True,2019-01-01T00:00:00.000Z,36.420254,-81.45915,2013,violent-crime,12,15
124,NC0050000,Ashe County Sheriff's Office,10899,North Carolina,NC,South Atlantic,South,Region III,ASHE,County,True,2019-01-01T00:00:00.000Z,36.420254,-81.45915,2014,violent-crime,20,14
125,NC0050000,Ashe County Sheriff's Office,10899,North Carolina,NC,South Atlantic,South,Region III,ASHE,County,True,2019-01-01T00:00:00.000Z,36.420254,-81.45915,2015,violent-crime,21,24
126,NC0050000,Ashe County Sheriff's Office,10899,North Carolina,NC,South Atlantic,South,Region III,ASHE,County,True,2019-01-01T00:00:00.000Z,36.420254,-81.45915,2016,violent-crime,32,24
127,NC0050000,Ashe County Sheriff's Office,10899,North Carolina,NC,South Atlantic,South,Region III,ASHE,County,True,2019-01-01T00:00:00.000Z,36.420254,-81.45915,2017,violent-crime,0,0
128,NC0050000,Ashe County Sheriff's Office,10899,North Carolina,NC,South Atlantic,South,Region III,ASHE,County,True,2019-01-01T00:00:00.000Z,36.420254,-81.45915,2019,violent-crime,36,58
129,NC0050000,Ashe County Sheriff's Office,10899,North Carolina,NC,South Atlantic,South,Region III,ASHE,County,True,2019-01-01T00:00:00.000Z,36.420254,-81.45915,2020,violent-crime,26,36
130,NC0050000,Ashe County Sheriff's Office,10899,North Carolina,NC,South Atlantic,South,Region III,ASHE,County,True,2019-01-01T00:00:00.000Z,36.420254,-81.45915,2021,violent-crime,22,38
131,NC0050000,Ashe County Sheriff's Office,10899,North Carolina,NC,South Atlantic,South,Region III,ASHE,County,True,2019-01-01T00:00:00.000Z,36.420254,-81.45915,2022,violent-crime,18,26
132,NC0050100,West Jefferson Police Department,10900,North Carolina,NC,South Atlantic,South,Region III,ASHE,City,True,2019-01-01T00:00:00.000Z,36.436305,-81.49877,2013,violent-crime,2,2
133,NC0050100,West Jefferson Police Department,10900,North Carolina,NC,South Atlantic,South,Region III,ASHE,City,True,2019-01-01T00:00:00.000Z,36.436305,-81.49877,2014,violent-crime,0,0
134,NC0050100,West Jefferson Police Department,10900,North Carolina,NC,South Atlantic,South,Region III,ASHE,City,True,2019-01-01T00:00:00.000Z,36.436305,-81.49877,2015,violent-crime,0,0
135,NC0050100,West Jefferson Police Department,10900,North Carolina,NC,South Atlantic,South,Region III,ASHE,City,True,2019-01-01T00:00:00.000Z,36.436305,-81.49877,2016,violent-crime,4,5
136,NC0050100,West Jefferson Police Department,10900,North Carolina,NC,South Atlantic,South,Region III,ASHE,City,True,2019-01-01T00:00:00.000Z,36.436305,-81.49877,2017,violent-crime,2,3
137,NC0050100,West Jefferson Police Department,10900,North Carolina,NC,South Atlantic,South,Region III,ASHE,City,True,2019-01-01T00:00:00.000Z,36.436305,-81.49877,2018,violent-crime,0,0
138,NC0050100,West Jefferson Police Department,10900,North Carolina,NC,South Atlantic,South,Region III,ASHE,City,True,2019-01-01T00:00:00.000Z,36.436305,-81.49877,2019,violent-crime,1,2
139,NC0050100,West Jefferson Police Department,10900,North Carolina,NC,South Atlantic,South,Region III,ASHE,City,True,2019-01-01T00:00:00.000Z,36.436305,-81.49877,2020,violent-crime,3,4
140,NC0050100,West Jefferson Police Department,10900,North Carolina,NC,South Atlantic,South,Region III,ASHE,City,True,2019-01-01T00:00:00.000Z,36.436305,-81.49877,2021,violent-crime,2,4
